parent,category,likelihood,N,Date
forscher,Nachrichten und Auskunft,0.0378,2,2018-11-09 01:43:20
häufigste,Computer und Internet - Software,0.021,2,2018-11-09 01:43:20
forscher,Nachrichten und Auskunft - Technik,0.0363,2,2018-11-09 01:43:20
forscher,Auto und Verkehr - Boot,0.0227,2,2018-11-09 01:43:20
ruhr,Fun und Entertainment - Kunst,0.015300000000000001,2,2018-11-09 01:43:20
heidelberg,Nachrichten und Auskunft,0.022099999999999998,2,2018-11-09 01:43:20
heidelberg,Nachrichten und Auskunft - Tagesnews,0.016,2,2018-11-09 01:43:20
heidelberg,Nachrichten und Auskunft - Wirtschaft,0.016,2,2018-11-09 01:43:20
kiel,Nachrichten und Auskunft,0.033,2,2018-11-09 01:43:20
kiel,Sport und Fitness - Fußball,0.029900000000000003,2,2018-11-09 01:43:20
kiel,Beruf und Bildung,0.028399999999999998,2,2018-11-09 01:43:20
schleswig holstein,Nachrichten und Auskunft,0.0489,2,2018-11-09 01:43:20
schleswig holstein,Sport und Fitness - Badminton,0.0218,2,2018-11-09 01:43:20
schleswig holstein,Auto und Verkehr,0.021099999999999997,2,2018-11-09 01:43:20
report,Nachrichten und Auskunft,0.0582,2,2018-11-09 01:43:20
report,Nachrichten und Auskunft - Tagesnews,0.032799999999999996,2,2018-11-09 01:43:20
report,Keyword Listen - Deutsche Städte,0.0296,2,2018-11-09 01:43:20
ortsteil,Nachrichten und Auskunft - Tagesnews,0.0105,2,2018-11-09 01:43:20
ortsteil,Geld und Finanzen - Börse / Aktien,0.0102,2,2018-11-09 01:43:20
ortsteil,Geld und Finanzen - Kreditkarten,0.0102,2,2018-11-09 01:43:20
hausverwaltung,Geld und Finanzen - Immobilien,0.0273,2,2018-11-09 01:43:20
hausverwaltung,Computer und Internet - Downloads,0.021,2,2018-11-09 01:43:20
hausverwaltung,Computer und Internet - Software,0.021,2,2018-11-09 01:43:20
schacht audorf,Geld und Finanzen - Immobilien,0.0424,2,2018-11-09 01:43:20
schacht audorf,Haus und Wohnen,0.0373,2,2018-11-09 01:43:20
schacht audorf,Keyword Listen - Deutsche Städte,0.031,2,2018-11-09 01:43:20
harz,Touristik und Reisen,0.0347,2,2018-11-09 01:43:20
harz,Sport und Fitness - Wandern,0.022099999999999998,2,2018-11-09 01:43:20
harz,Sport und Fitness - Skifahren,0.0203,2,2018-11-09 01:43:20
boden,Computer und Internet - Infosuche,0.027000000000000003,2,2018-11-09 01:43:20
boden,Touristik und Reisen,0.0262,2,2018-11-09 01:43:20
boden,Shopping - Versandhandel,0.0169,2,2018-11-09 01:43:20
mitgliedschaft,Geld und Finanzen - Kreditkarten,0.0375,2,2018-11-09 01:43:20
mitgliedschaft,Geld und Finanzen - Versicherung,0.0308,2,2018-11-09 01:43:20
mitgliedschaft,Nachrichten und Auskunft,0.0259,2,2018-11-09 01:43:20
mietverträge,Geld und Finanzen - Immobilien,0.0479,2,2018-11-09 01:43:21
mietverträge,Nachrichten und Auskunft,0.0337,2,2018-11-09 01:43:21
mietverträge,Geld und Finanzen - Steuern / Recht,0.0334,2,2018-11-09 01:43:21
arboretum,Keyword Listen - Deutsche Städte,0.026600000000000002,2,2018-11-09 01:43:21
arboretum,Nachrichten und Auskunft,0.017,2,2018-11-09 01:43:21
badteppiche,Computer und Internet - Webdesign / Webmaster,0.023799999999999998,2,2018-11-09 01:43:21
badteppiche,Lifestyle und Luxus - Mode,0.0209,2,2018-11-09 01:43:21
badteppiche,Nachrichten und Auskunft,0.011899999999999999,2,2018-11-09 01:43:21
badematten,Lifestyle und Luxus - Mode,0.0174,2,2018-11-09 01:43:21
badematten,Shopping,0.0109,2,2018-11-09 01:43:21
badematten,Shopping - Versandhandel,0.0109,2,2018-11-09 01:43:21
baufirmen,Geld und Finanzen - Immobilien,0.066,2,2018-11-09 01:43:21
baufirmen,Haus und Wohnen,0.049100000000000005,2,2018-11-09 01:43:21
baufirmen,Keyword Listen - Deutsche Städte,0.027000000000000003,2,2018-11-09 01:43:21
rohbau,Haus und Wohnen,0.0555,2,2018-11-09 01:43:21
rohbau,Geld und Finanzen - Immobilien,0.0406,2,2018-11-09 01:43:21
rohbau,Haus und Wohnen - Haushaltstechnik,0.0239,2,2018-11-09 01:43:21
bauweisen,Haus und Wohnen,0.0519,2,2018-11-09 01:43:21
bauweisen,Geld und Finanzen - Immobilien,0.0273,2,2018-11-09 01:43:21
bauweisen,Keyword Listen - Deutsche Städte,0.0219,2,2018-11-09 01:43:21
außenanlagen,Haus und Wohnen - Garten,0.0379,2,2018-11-09 01:43:21
bauplan,Fun und Entertainment - Kunst,0.018799999999999997,2,2018-11-09 01:43:21
bauplan,Fun und Entertainment - Rock / Pop Konzerte,0.0128,2,2018-11-09 01:43:21
bauplan,Fun und Entertainment - Festivals,0.0128,2,2018-11-09 01:43:21
heimwerker,Fun und Entertainment - Video / DVD,0.0262,2,2018-11-09 01:43:21
heimwerker,Haus und Wohnen - Haushaltstechnik,0.0256,2,2018-11-09 01:43:21
heimwerker,Computer und Internet - Programmierung,0.02,2,2018-11-09 01:43:21
bauherren,Geld und Finanzen - Immobilien,0.0801,2,2018-11-09 01:43:21
bauherren,Haus und Wohnen,0.0529,2,2018-11-09 01:43:21
bauherren,Geld und Finanzen - Bausparer,0.035699999999999996,2,2018-11-09 01:43:21
hauskataloge,Haus und Wohnen,0.038,2,2018-11-09 01:43:21
ausbau,Geld und Finanzen - Immobilien,0.059800000000000006,2,2018-11-09 01:43:21
ausbau,Private Homepages - Haus und Garten,0.056600000000000004,2,2018-11-09 01:43:21
ausbau,Geld und Finanzen - Bausparer,0.0538,2,2018-11-09 01:43:21
hauskataloge,Geld und Finanzen - Immobilien,0.0366,2,2018-11-09 01:43:21
hauskataloge,Keyword Listen - Deutsche Städte,0.0356,2,2018-11-09 01:43:21
bau,Computer und Internet,0.016399999999999998,2,2018-11-09 01:43:22
bau,Private Homepages - Haus und Garten,0.016200000000000003,2,2018-11-09 01:43:22
bauanleitung,Haus und Wohnen - Garten,0.0326,2,2018-11-09 01:43:22
bauanleitung,Computer und Internet - Programmierung,0.031400000000000004,2,2018-11-09 01:43:22
bauanleitung,Keyword Listen - Benötigt Hilfe,0.024399999999999998,2,2018-11-09 01:43:22
bauplanung,Geld und Finanzen - Immobilien,0.0417,2,2018-11-09 01:43:22
bauplanung,Haus und Wohnen,0.0287,2,2018-11-09 01:43:22
bauplanung,Private Homepages - Haus und Garten,0.0195,2,2018-11-09 01:43:22
ausbauhaus,Geld und Finanzen - Immobilien,0.0965,2,2018-11-09 01:43:22
ausbauhaus,Haus und Wohnen,0.07139999999999999,2,2018-11-09 01:43:22
ausbauhaus,Geld und Finanzen - Börse / Aktien,0.0233,2,2018-11-09 01:43:22
heimwerken,Private Homepages - Haus und Garten,0.0322,2,2018-11-09 01:43:22
heimwerken,Haus und Wohnen - Technik / Hobby,0.0298,2,2018-11-09 01:43:22
heimwerken,Geld und Finanzen - Immobilien,0.029300000000000003,2,2018-11-09 01:43:22
bundesrepublik,Geld und Finanzen - Steuern / Recht,0.0366,2,2018-11-09 01:43:22
bundesrepublik,Nachrichten und Auskunft - Länder und Sprachen,0.027999999999999997,2,2018-11-09 01:43:22
bundesrepublik,Beruf und Bildung,0.0227,2,2018-11-09 01:43:22
daheim,Nachrichten und Auskunft - Tagesnews,0.0354,2,2018-11-09 01:43:22
daheim,Nachrichten und Auskunft,0.0354,2,2018-11-09 01:43:22
daheim,Touristik und Reisen,0.0313,2,2018-11-09 01:43:22
haus planen,Geld und Finanzen - Immobilien,0.041100000000000005,2,2018-11-09 01:43:22
haus planen,Auto und Verkehr - Auto,0.0321,2,2018-11-09 01:43:22
haus planen,Haus und Wohnen,0.023399999999999997,2,2018-11-09 01:43:22
herzogin kate,Computer und Internet - Infosuche,0.0171,2,2018-11-09 01:43:22
herzogin kate,Familie und Soziales,0.0168,2,2018-11-09 01:43:22
herzogin kate,Familie und Soziales - Familie,0.0168,2,2018-11-09 01:43:22
hauser reisen,Touristik und Reisen,0.0351,2,2018-11-09 01:43:22
hauser reisen,Touristik und Reisen - Last Minute,0.035,2,2018-11-09 01:43:22
hauser reisen,Sport und Fitness - Wandern,0.021099999999999997,2,2018-11-09 01:43:22
holzer,Auto und Verkehr - Auto,0.0429,2,2018-11-09 01:43:22
holzer,Auto und Verkehr,0.0311,2,2018-11-09 01:43:22
holzer,Sport und Fitness - Motorsport,0.0278,2,2018-11-09 01:43:22
dave,Fun und Entertainment,0.0567,2,2018-11-09 01:43:22
dave,Computer und Internet - Communities,0.0433,2,2018-11-09 01:43:22
dave,Fun und Entertainment - Kino / Film,0.0377,2,2018-11-09 01:43:22
haus mieten,Geld und Finanzen - Immobilien,0.096,2,2018-11-09 01:43:22
haus mieten,Haus und Wohnen,0.025099999999999997,2,2018-11-09 01:43:22
haus mieten,Computer und Internet - Programmierung,0.0227,2,2018-11-09 01:43:22
candy,Fun und Entertainment,0.025699999999999997,2,2018-11-09 01:43:23
candy,Musik,0.024900000000000002,2,2018-11-09 01:43:23
candy,Fun und Entertainment - Kino / Film,0.022400000000000003,2,2018-11-09 01:43:23
hausse,Geld und Finanzen - Börse / Aktien,0.0594,2,2018-11-09 01:43:23
hausse,Nachrichten und Auskunft - Wirtschaft,0.0433,2,2018-11-09 01:43:23
hausse,Geld und Finanzen - Kreditkarten,0.038,2,2018-11-09 01:43:23
duden online,Nachrichten und Auskunft,0.081,2,2018-11-09 01:43:23
duden online,Nachrichten und Auskunft - Tagesnews,0.0405,2,2018-11-09 01:43:23
duden online,Nachrichten und Auskunft - Wirtschaft,0.0384,2,2018-11-09 01:43:23
käufer,Geld und Finanzen - Immobilien,0.0554,2,2018-11-09 01:43:23
käufer,Geld und Finanzen - Börse / Aktien,0.0492,2,2018-11-09 01:43:23
käufer,Geld und Finanzen,0.0473,2,2018-11-09 01:43:23
rottweiler,Familie und Soziales - Haustiere / Tiere,0.0109,2,2018-11-09 01:43:23
hovawart,Familie und Soziales - Haustiere / Tiere,0.0393,2,2018-11-09 01:43:23
hovawart,Nachrichten und Auskunft - Sport,0.012199999999999999,2,2018-11-09 01:43:23
hovawart,Sport und Fitness,0.012199999999999999,2,2018-11-09 01:43:23
hauses,Keyword Listen - Deutsche Städte,0.024399999999999998,2,2018-11-09 01:43:23
hauses,Geld und Finanzen - Immobilien,0.022400000000000003,2,2018-11-09 01:43:23
hauses,Nachrichten und Auskunft,0.0204,2,2018-11-09 01:43:23
luka,Computer und Internet - Webdesign / Webmaster,0.08039999999999999,2,2018-11-09 01:43:23
luka,Private Homepages,0.0236,2,2018-11-09 01:43:23
luka,Lifestyle und Luxus - Mode,0.0207,2,2018-11-09 01:43:23
pferdehaltung,Familie und Soziales - Haustiere / Tiere,0.0431,2,2018-11-09 01:43:23
atcom,Shopping,0.0171,2,2018-11-09 01:43:23
atcom,Nachrichten und Auskunft - Technik,0.0102,2,2018-11-09 01:43:23
hufbeschlag,Gesundheit und Medizin - Medizin allgemein,0.0115,2,2018-11-09 01:43:23
hufbeschlag,Sport und Fitness - Reiten,0.0109,2,2018-11-09 01:43:23
hufbeschlag,Familie und Soziales - Haustiere / Tiere,0.0109,2,2018-11-09 01:43:23
hufrehe,Familie und Soziales - Haustiere / Tiere,0.024300000000000002,2,2018-11-09 01:43:24
huforthopädie,Keyword Listen - Deutsche Städte,0.011899999999999999,2,2018-11-09 01:43:24
huforthopädie,Nachrichten und Auskunft - Horoskop,0.011699999999999999,2,2018-11-09 01:43:24
huforthopädie,Geld und Finanzen - Versicherung,0.011699999999999999,2,2018-11-09 01:43:24
hufschuhe,Familie und Soziales - Haustiere / Tiere,0.0274,2,2018-11-09 01:43:24
hufschuhe,Keyword Listen - Vergleichende Wörter,0.014499999999999999,2,2018-11-09 01:43:24
hufschuhe,Computer und Internet - Webdesign / Webmaster,0.0143,2,2018-11-09 01:43:24
hufe,Familie und Soziales - Haustiere / Tiere,0.0175,2,2018-11-09 01:43:24
