parent,Child,Relation,N,Date
haus,häuser,0.89,0,2018-11-09 01:42:59
haus,stiftung,0.88,0,2018-11-09 01:42:59
haus,grund,0.86,0,2018-11-09 01:42:59
haus,immobilien,0.83,0,2018-11-09 01:42:59
haus,bauen,0.82,0,2018-11-09 01:42:59
haus,hause,0.82,0,2018-11-09 01:42:59
haus,huf,0.79,0,2018-11-09 01:42:59
haus,international,0.78,0,2018-11-09 01:42:59
haus,aufbau,0.78,0,2018-11-09 01:42:59
haus,hausundgrund,0.77,0,2018-11-09 01:42:59
haus,einfamilienhaus,0.77,0,2018-11-09 01:42:59
haus,griffner,0.76,0,2018-11-09 01:42:59
haus,renovieren,0.75,0,2018-11-09 01:42:59
haus,kaufen,0.7,0,2018-11-09 01:42:59
haus,zimmer,0.68,0,2018-11-09 01:42:59
haus,wohnen,0.68,0,2018-11-09 01:42:59
haus,geschichte,0.67,0,2018-11-09 01:42:59
haus,wohnung,0.63,0,2018-11-09 01:42:59
haus,siedlungsgeographie,0.62,0,2018-11-09 01:42:59
haus,bauform wohngebäude,0.62,0,2018-11-09 01:42:59
haus,rechtsgeschichte,0.62,0,2018-11-09 01:42:59
haus,siedlungsname,0.62,0,2018-11-09 01:42:59
haus,fürth,0.61,0,2018-11-09 01:42:59
haus,mieten,0.61,0,2018-11-09 01:42:59
haus,wohnungen,0.6,0,2018-11-09 01:42:59
geschichte,mittelalter,0.84,1,2018-11-09 01:43:01
geschichte,alte,0.84,1,2018-11-09 01:43:01
geschichte,geschichtswissenschaft,0.81,1,2018-11-09 01:43:01
geschichte,neuzeit,0.78,1,2018-11-09 01:43:01
geschichte,hdbg,0.78,1,2018-11-09 01:43:01
geschichte,bayerischen,0.77,1,2018-11-09 01:43:01
geschichte,osteuropas,0.77,1,2018-11-09 01:43:01
geschichte,nationalsozialismus,0.76,1,2018-11-09 01:43:01
geschichte,institut,0.75,1,2018-11-09 01:43:01
geschichte,historischen,0.74,1,2018-11-09 01:43:01
geschichte,hitler tagebücher,0.73,1,2018-11-09 01:43:01
geschichte,nürnbergs,0.72,1,2018-11-09 01:43:01
geschichte,stadtarchiv nürnberg,0.71,1,2018-11-09 01:43:01
geschichte,bpb,0.71,1,2018-11-09 01:43:01
geschichte,online,0.71,1,2018-11-09 01:43:01
geschichte,stadt,0.65,1,2018-11-09 01:43:01
geschichte,deutschen,0.64,1,2018-11-09 01:43:01
geschichte,nürnberg,0.64,1,2018-11-09 01:43:01
geschichte,prof,0.64,1,2018-11-09 01:43:01
geschichte,bayern,0.62,1,2018-11-09 01:43:01
geschichte,historische,0.6,1,2018-11-09 01:43:01
geschichte,nürnberger,0.59,1,2018-11-09 01:43:01
geschichte,portal,0.57,1,2018-11-09 01:43:01
geschichte,lernen,0.57,1,2018-11-09 01:43:01
geschichte,kulturwissenschaft,0.56,1,2018-11-09 01:43:01
bauform wohngebäude,bau form,1.58,1,2018-11-09 01:43:01
bauform wohngebäude,baugrundstücke,1.13,1,2018-11-09 01:43:01
bauform wohngebäude,50hz,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,400v,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,eead400,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,tk,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,rotek,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,elektromotoren,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,dam,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,temperaturkoeffizient,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,motorlexikon,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,b3,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,elektromotor,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,125,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,nennbelastbarkeit,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,ip55,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,70,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,e070,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,stadtplanung,1.0,1,2018-11-09 01:43:01
bauform wohngebäude,wärmewiderstand,0.99,1,2018-11-09 01:43:01
bauform wohngebäude,stadtgestaltung,0.97,1,2018-11-09 01:43:01
bauform wohngebäude,stadtsanierung,0.96,1,2018-11-09 01:43:01
rechtsgeschichte,römisches,0.67,1,2018-11-09 01:43:01
rechtsgeschichte,rechtsphilosophie,0.56,1,2018-11-09 01:43:01
rechtsgeschichte,verfassungsgeschichte,0.56,1,2018-11-09 01:43:01
rechtsgeschichte,strafrechtsgeschichte,0.56,1,2018-11-09 01:43:01
rechtsgeschichte,bürgerliches,0.54,1,2018-11-09 01:43:01
rechtsgeschichte,neuere privatrechtsgeschichte,0.51,1,2018-11-09 01:43:01
rechtsgeschichte,kirchenrecht,0.51,1,2018-11-09 01:43:01
rechtsgeschichte,max planck,0.48,1,2018-11-09 01:43:01
fürth,fürther,0.9,1,2018-11-09 01:43:01
fürth,greuther,0.83,1,2018-11-09 01:43:01
fürth,stadttheater,0.82,1,2018-11-09 01:43:01
fürth,spvgg,0.76,1,2018-11-09 01:43:01
fürth,rundfunkmuseum,0.74,1,2018-11-09 01:43:01
fürth,nordbayern,0.67,1,2018-11-09 01:43:01
fürth,dambach,0.63,1,2018-11-09 01:43:01
fürth,oberasbach,0.63,1,2018-11-09 01:43:01
fürth,erlangen,0.63,1,2018-11-09 01:43:01
fürth,jüdische,0.63,1,2018-11-09 01:43:01
rechtsgeschichte,hrg,0.45,1,2018-11-09 01:43:01
rechtsgeschichte,radbruch,0.43,1,2018-11-09 01:43:01
rechtsgeschichte,redirect notice,0.43,1,2018-11-09 01:43:01
rechtsgeschichte,skript,0.43,1,2018-11-09 01:43:01
rechtsgeschichte,writs,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,common law,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,wales,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,writ,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,lehrveranstaltungen,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,wenger,0.42,1,2018-11-09 01:43:01
rechtsgeschichte,königlichen,0.41,1,2018-11-09 01:43:01
rechtsgeschichte,equity,0.41,1,2018-11-09 01:43:01
rechtsgeschichte,berlin,0.41,1,2018-11-09 01:43:01
rechtsgeschichte,utb,0.41,1,2018-11-09 01:43:01
rechtsgeschichte,bernd rüdiger,0.41,1,2018-11-09 01:43:01
fürth,spielvereinigung,0.6,1,2018-11-09 01:43:01
fürth,kreisliga,0.59,1,2018-11-09 01:43:01
fürth,kleeblatt,0.58,1,2018-11-09 01:43:01
fürth,west,0.56,1,2018-11-09 01:43:01
fürth,ostertal,0.55,1,2018-11-09 01:43:01
fürth,u17,0.52,1,2018-11-09 01:43:01
fürth,landkreis,0.52,1,2018-11-09 01:43:01
fürth,frankenhöhe,0.51,1,2018-11-09 01:43:01
fürth,kreisklasse,0.51,1,2018-11-09 01:43:01
fürth,neumarkt,0.51,1,2018-11-09 01:43:01
fürth,landesliga,0.51,1,2018-11-09 01:43:01
fürth,vergrößern,0.51,1,2018-11-09 01:43:01
fürth,engel völkers,0.51,1,2018-11-09 01:43:01
fürth,nord,0.51,1,2018-11-09 01:43:01
rechtsgeschichte,mail,0.41,1,2018-11-09 01:43:01
rechtsgeschichte,arztrecht,0.41,1,2018-11-09 01:43:01
fürth,bezirksliga,0.51,1,2018-11-09 01:43:01
mieten,miete,0.92,1,2018-11-09 01:43:01
mieten,mietwohnungen,0.89,1,2018-11-09 01:43:01
mieten,wohnung,0.88,1,2018-11-09 01:43:01
mieten,immobilien,0.86,1,2018-11-09 01:43:01
mieten,wohnen,0.83,1,2018-11-09 01:43:01
mieten,wohnungen,0.83,1,2018-11-09 01:43:01
mieten,immobilie,0.82,1,2018-11-09 01:43:01
mieten,immowelt,0.82,1,2018-11-09 01:43:01
mieten,miet24,0.82,1,2018-11-09 01:43:01
mieten,erento,0.82,1,2018-11-09 01:43:01
mieten,mietwohnung,0.8,1,2018-11-09 01:43:01
mieten,provisionsfreie mietwohnungen,0.8,1,2018-11-09 01:43:01
mieten,haus,0.79,1,2018-11-09 01:43:01
mieten,wohnungssuche,0.79,1,2018-11-09 01:43:01
mieten,vermieter,0.76,1,2018-11-09 01:43:01
mieten,häuser,0.75,1,2018-11-09 01:43:01
mieten,immobilienmarkt,0.74,1,2018-11-09 01:43:01
mieten,immobilo,0.74,1,2018-11-09 01:43:01
mieten,wohnmobil,0.73,1,2018-11-09 01:43:01
mieten,suchen,0.72,1,2018-11-09 01:43:01
mieten,mieter,0.69,1,2018-11-09 01:43:01
mieten,immonet,0.66,1,2018-11-09 01:43:01
mieten,fahrzeuge,0.65,1,2018-11-09 01:43:01
mieten,suche,0.63,1,2018-11-09 01:43:01
mieten,vermieten,0.62,1,2018-11-09 01:43:01
griffner,griffnerhaus,0.9,1,2018-11-09 01:43:02
griffner,zuhause3,0.69,1,2018-11-09 01:43:02
griffner,griffen,0.62,1,2018-11-09 01:43:02
griffner,708,0.53,1,2018-11-09 01:43:02
griffner,weber haus,0.53,1,2018-11-09 01:43:02
griffner,hanse haus,0.53,1,2018-11-09 01:43:02
griffner,eventbox,0.53,1,2018-11-09 01:43:02
griffner,design box,0.52,1,2018-11-09 01:43:02
griffner,open space,0.52,1,2018-11-09 01:43:02
griffner,smarthouse,0.52,1,2018-11-09 01:43:02
griffner,kampa,0.52,1,2018-11-09 01:43:02
griffner,baufritz,0.52,1,2018-11-09 01:43:02
griffner,regnauer,0.52,1,2018-11-09 01:43:02
griffner,loftcube,0.52,1,2018-11-09 01:43:02
griffner,frammelsberger,0.52,1,2018-11-09 01:43:02
griffner,gussek,0.52,1,2018-11-09 01:43:02
griffner,schwörer,0.52,1,2018-11-09 01:43:02
griffner,haacke,0.52,1,2018-11-09 01:43:02
griffner,luxhaus,0.52,1,2018-11-09 01:43:02
griffner,conwert,0.51,1,2018-11-09 01:43:02
griffner,ratgeber,0.51,1,2018-11-09 01:43:02
griffner,online,0.51,1,2018-11-09 01:43:02
griffner,häuser,0.5,1,2018-11-09 01:43:02
griffner,wohnen,0.49,1,2018-11-09 01:43:02
griffner,unternehmen,0.48,1,2018-11-09 01:43:02
renovieren,renovierung,0.91,1,2018-11-09 01:43:02
renovieren,modernisieren,0.72,1,2018-11-09 01:43:02
renovieren,umbau,0.7,1,2018-11-09 01:43:02
renovieren,sanieren,0.7,1,2018-11-09 01:43:02
renovieren,renoviert,0.68,1,2018-11-09 01:43:02
renovieren,streichen,0.61,1,2018-11-09 01:43:02
renovieren,tapezieren,0.53,1,2018-11-09 01:43:02
renovieren,renovierte,0.49,1,2018-11-09 01:43:02
renovieren,wände,0.49,1,2018-11-09 01:43:02
renovieren,auszug,0.48,1,2018-11-09 01:43:02
renovieren,mietvertrag,0.47,1,2018-11-09 01:43:02
hausundgrund,haus grund,0.76,1,2018-11-09 01:43:02
hausundgrund,infobrief,0.58,1,2018-11-09 01:43:02
hausundgrund,hausundgrundhessen,0.58,1,2018-11-09 01:43:02
hausundgrund,mietverträge,0.58,1,2018-11-09 01:43:02
hausundgrund,eigentümerschutz gemeinschaft,0.58,1,2018-11-09 01:43:02
hausundgrund,grundeigentümer,0.54,1,2018-11-09 01:43:02
hausundgrund,sylvia horst,0.53,1,2018-11-09 01:43:02
hausundgrund,wohnungs,0.5,1,2018-11-09 01:43:02
hausundgrund,flugblätter,0.46,1,2018-11-09 01:43:02
hausundgrund,wohnungseigentümer,0.46,1,2018-11-09 01:43:02
renovieren,budget,0.47,1,2018-11-09 01:43:02
renovieren,berlin,0.47,1,2018-11-09 01:43:02
renovieren,oekotest,0.47,1,2018-11-09 01:43:02
renovieren,öko test,0.47,1,2018-11-09 01:43:02
renovieren,wiktionary,0.47,1,2018-11-09 01:43:02
renovieren,bäder,0.47,1,2018-11-09 01:43:02
renovieren,stecken,0.47,1,2018-11-09 01:43:02
renovieren,renovierungskosten,0.47,1,2018-11-09 01:43:02
renovieren,hellweg,0.47,1,2018-11-09 01:43:02
renovieren,lesen,0.47,1,2018-11-09 01:43:02
renovieren,hagebau,0.47,1,2018-11-09 01:43:02
renovieren,hausbesitzer,0.47,1,2018-11-09 01:43:02
renovieren,anschauen,0.47,1,2018-11-09 01:43:02
renovieren,badezimmer,0.47,1,2018-11-09 01:43:02
hausundgrund,energiepreisvergleich,0.45,1,2018-11-09 01:43:02
hausundgrund,mieterverein,0.44,1,2018-11-09 01:43:02
hausundgrund,kaution,0.44,1,2018-11-09 01:43:02
hausundgrund,aachen,0.44,1,2018-11-09 01:43:02
hausundgrund,infoblätter,0.43,1,2018-11-09 01:43:02
hausundgrund,heilbronn,0.42,1,2018-11-09 01:43:02
hausundgrund,mieters,0.42,1,2018-11-09 01:43:02
hausundgrund,bgh,0.41,1,2018-11-09 01:43:02
hausundgrund,öhringen,0.41,1,2018-11-09 01:43:02
hausundgrund,crailsheim,0.41,1,2018-11-09 01:43:02
hausundgrund,energieberatung,0.41,1,2018-11-09 01:43:02
hausundgrund,kostenfreier,0.41,1,2018-11-09 01:43:02
hausundgrund,solingen,0.41,1,2018-11-09 01:43:02
hausundgrund,kreis altenkirchen,0.41,1,2018-11-09 01:43:02
hausundgrund,plochingen,0.41,1,2018-11-09 01:43:02
einfamilienhaus,einfamilienhäuser,0.95,1,2018-11-09 01:43:02
einfamilienhaus,bauen,0.89,1,2018-11-09 01:43:02
einfamilienhaus,massivhaus,0.88,1,2018-11-09 01:43:02
einfamilienhaus,hausbau,0.85,1,2018-11-09 01:43:02
einfamilienhaus,wohnfläche,0.82,1,2018-11-09 01:43:02
einfamilienhaus,einfamilienhaeuser,0.82,1,2018-11-09 01:43:02
einfamilienhaus,fertighaus,0.81,1,2018-11-09 01:43:02
einfamilienhaus,haus kaufen,0.73,1,2018-11-09 01:43:02
einfamilienhaus,wohnen,0.69,1,2018-11-09 01:43:02
einfamilienhaus,grundrisse,0.68,1,2018-11-09 01:43:02
einfamilienhaus,bauform wohngebäude,0.67,1,2018-11-09 01:43:02
einfamilienhaus,eigenheim,0.67,1,2018-11-09 01:43:02
einfamilienhaus,einfamilienwohnhaus,0.67,1,2018-11-09 01:43:02
einfamilienhaus,musterhaus,0.66,1,2018-11-09 01:43:02
einfamilienhaus,häuser,0.66,1,2018-11-09 01:43:02
einfamilienhaus,grundriss,0.65,1,2018-11-09 01:43:02
einfamilienhaus,traumhaus,0.64,1,2018-11-09 01:43:02
einfamilienhaus,architektenhaus,0.63,1,2018-11-09 01:43:02
einfamilienhaus,energiesparhaus,0.63,1,2018-11-09 01:43:02
einfamilienhaus,bungalow,0.62,1,2018-11-09 01:43:02
einfamilienhaus,haus bauen,0.62,1,2018-11-09 01:43:02
einfamilienhaus,architektur,0.6,1,2018-11-09 01:43:02
einfamilienhaus,villa,0.6,1,2018-11-09 01:43:02
einfamilienhaus,traum,0.59,1,2018-11-09 01:43:02
aufbau,aufbauten,0.89,1,2018-11-09 01:43:02
aufbau,verlag,0.82,1,2018-11-09 01:43:02
aufbau,jüdische zeitung,0.67,1,2018-11-09 01:43:02
aufbau,jüdische zeitschrift,0.67,1,2018-11-09 01:43:02
aufbau,exilzeitschrift,0.67,1,2018-11-09 01:43:02
aufbau,medien zürich,0.67,1,2018-11-09 01:43:02
aufbau,ddr,0.67,1,2018-11-09 01:43:02
aufbau,erreichen,0.55,1,2018-11-09 01:43:02
aufbau,wirtschaftliche zusammenarbeit,0.51,1,2018-11-09 01:43:02
aufbau,fenster,0.51,1,2018-11-09 01:43:02
aufbau,entwicklung,0.51,1,2018-11-09 01:43:02
aufbau,karibu,0.51,1,2018-11-09 01:43:02
aufbau,bmz,0.51,1,2018-11-09 01:43:02
aufbau,kontaktdaten,0.51,1,2018-11-09 01:43:02
aufbau,wiktionary,0.51,1,2018-11-09 01:43:02
aufbau,fahrzeugbau,0.51,1,2018-11-09 01:43:02
aufbau,gera,0.51,1,2018-11-09 01:43:02
aufbau,lieferprogramm,0.51,1,2018-11-09 01:43:02
aufbau,bundesministerium,0.5,1,2018-11-09 01:43:02
aufbau,wbg,0.5,1,2018-11-09 01:43:02
aufbau,korrespondenz sprachen,0.49,1,2018-11-09 01:43:02
aufbau,übersetzungen,0.49,1,2018-11-09 01:43:02
aufbau,jüdische,0.49,1,2018-11-09 01:43:02
international,amnesty,0.72,1,2018-11-09 01:43:02
international,medico,0.72,1,2018-11-09 01:43:02
international,lions clubs,0.68,1,2018-11-09 01:43:02
international,ancelotti,0.66,1,2018-11-09 01:43:02
international,politische geographie,0.66,1,2018-11-09 01:43:02
international,transparency,0.65,1,2018-11-09 01:43:02
international,ism,0.65,1,2018-11-09 01:43:02
international,menschenrechte,0.65,1,2018-11-09 01:43:02
international,management,0.64,1,2018-11-09 01:43:02
international,fußball,0.63,1,2018-11-09 01:43:02
international,premier league,0.62,1,2018-11-09 01:43:02
international,farbenwerke,0.61,1,2018-11-09 01:43:02
international,serie,0.59,1,2018-11-09 01:43:02
international,videos,0.53,1,2018-11-09 01:43:02
international,weltweit,0.51,1,2018-11-09 01:43:02
international,gesundheit,0.51,1,2018-11-09 01:43:02
international,weiterlesen,0.5,1,2018-11-09 01:43:02
international,handicap,0.5,1,2018-11-09 01:43:02
international,lahmeyer,0.5,1,2018-11-09 01:43:02
international,china,0.5,1,2018-11-09 01:43:02
international,sport1,0.5,1,2018-11-09 01:43:02
international,live ticker,0.5,1,2018-11-09 01:43:02
international,lettre,0.5,1,2018-11-09 01:43:02
international,campus,0.5,1,2018-11-09 01:43:02
international,primera division,0.5,1,2018-11-09 01:43:02
kulturwissenschaft,kulturwissenschaften,0.92,2,2018-11-09 01:43:02
kulturwissenschaft,wissenschaftliches fachgebiet,0.67,2,2018-11-09 01:43:02
kulturwissenschaft,cultural studies,0.65,2,2018-11-09 01:43:02
kulturwissenschaft,hu berlin,0.61,2,2018-11-09 01:43:02
kulturwissenschaft,kulturwissenschaftliches,0.57,2,2018-11-09 01:43:02
kulturwissenschaft,sprachwissenschaften,0.52,2,2018-11-09 01:43:02
kulturwissenschaft,sprachwissenschaft,0.52,2,2018-11-09 01:43:02
kulturwissenschaft,hartmut böhme,0.52,2,2018-11-09 01:43:02
kulturwissenschaft,ethnologie,0.52,2,2018-11-09 01:43:02
kulturwissenschaft,10 lp,0.5,2,2018-11-09 01:43:02
kulturwissenschaft,kwi,0.5,2,2018-11-09 01:43:02
kulturwissenschaft,kulturwissenschaftliche fakultät,0.5,2,2018-11-09 01:43:02
kulturwissenschaft,fakultät kulturwissenschaften,0.5,2,2018-11-09 01:43:02
kulturwissenschaft,institut essen,0.49,2,2018-11-09 01:43:02
kulturwissenschaft,studis,0.48,2,2018-11-09 01:43:02
kulturwissenschaft,geisteswissenschaften,0.47,2,2018-11-09 01:43:02
kulturwissenschaft,sprach,0.47,2,2018-11-09 01:43:02
kulturwissenschaft,leuphana,0.46,2,2018-11-09 01:43:02
kulturwissenschaft,fernuniversität,0.45,2,2018-11-09 01:43:02
kulturwissenschaft,studienportal,0.44,2,2018-11-09 01:43:02
kulturwissenschaft,kolloquium,0.44,2,2018-11-09 01:43:02
kulturwissenschaft,universität bremen,0.43,2,2018-11-09 01:43:02
kulturwissenschaft,sozialwissenschaften,0.43,2,2018-11-09 01:43:02
nürnberger,stadt nürnberg,0.76,2,2018-11-09 01:43:02
nürnberger,kaiserburg nürnberg,0.73,2,2018-11-09 01:43:02
nürnberger,nordbayern,0.72,2,2018-11-09 01:43:02
nürnberger,versicherung,0.7,2,2018-11-09 01:43:02
nürnberger,airport nürnberg,0.7,2,2018-11-09 01:43:02
nürnberger,kaiserburg,0.69,2,2018-11-09 01:43:02
nürnberger,nuernberg,0.68,2,2018-11-09 01:43:02
nürnberger,trichter,0.64,2,2018-11-09 01:43:02
nürnberger,symphoniker,0.63,2,2018-11-09 01:43:02
nürnberger,fc nürnberg,0.63,2,2018-11-09 01:43:02
nürnberger,bardentreffen,0.6,2,2018-11-09 01:43:02
nürnberger,bayerische schlösserverwaltung,0.59,2,2018-11-09 01:43:02
nürnberger,eislauf,0.56,2,2018-11-09 01:43:02
nürnberger,mittelfranken,0.54,2,2018-11-09 01:43:02
nürnberger,burg,0.5,2,2018-11-09 01:43:02
nürnberger,klinikum nürnberg,0.5,2,2018-11-09 01:43:02
nürnberger,christkind,0.5,2,2018-11-09 01:43:02
nürnberger,würstchen,0.5,2,2018-11-09 01:43:02
nürnberger,gesetze,0.5,2,2018-11-09 01:43:02
nürnberger,prozesse,0.5,2,2018-11-09 01:43:02
nürnberger,extranet,0.5,2,2018-11-09 01:43:02
nürnberger,schulen,0.49,2,2018-11-09 01:43:02
nürnberger,kunsthalle,0.49,2,2018-11-09 01:43:02
nürnberger,stadtlauf nürnberg,0.49,2,2018-11-09 01:43:02
nürnberger,sportscheck,0.49,2,2018-11-09 01:43:02
lernen,lernens,0.86,2,2018-11-09 01:43:02
lernen,soziales,0.82,2,2018-11-09 01:43:02
lernen,globales,0.82,2,2018-11-09 01:43:02
lernen,bildung,0.82,2,2018-11-09 01:43:02
lernen,unterricht,0.8,2,2018-11-09 01:43:02
lernen,fahren,0.79,2,2018-11-09 01:43:02
lernen,informelles,0.79,2,2018-11-09 01:43:02
lernen,lebenslanges,0.78,2,2018-11-09 01:43:02
lernen,ganztägig,0.78,2,2018-11-09 01:43:02
lernen,frustfrei,0.77,2,2018-11-09 01:43:02
lernen,gewaltfrei,0.76,2,2018-11-09 01:43:02
historische,baustoffe,0.84,2,2018-11-09 01:43:02
historische,stadtkerne,0.83,2,2018-11-09 01:43:02
historische,haustüren,0.81,2,2018-11-09 01:43:02
historische,historischer,0.8,2,2018-11-09 01:43:02
historische,histo couch,0.78,2,2018-11-09 01:43:02
historische,romane,0.77,2,2018-11-09 01:43:02
historische,schiffsmodelle,0.76,2,2018-11-09 01:43:02
historische,städte,0.76,2,2018-11-09 01:43:02
historische,historisch,0.75,2,2018-11-09 01:43:02
lernen,lernt,0.76,2,2018-11-09 01:43:02
lernen,gedächtnis,0.74,2,2018-11-09 01:43:02
lernen,online,0.74,2,2018-11-09 01:43:02
lernen,pädagogische psychologie,0.69,2,2018-11-09 01:43:02
lernen,allgemeine psychologie,0.65,2,2018-11-09 01:43:02
lernen,neurobiologie,0.65,2,2018-11-09 01:43:02
lernen,schule,0.65,2,2018-11-09 01:43:02
lernen,kognitive leistungssteigerung,0.64,2,2018-11-09 01:43:02
lernen,weiterbildung,0.63,2,2018-11-09 01:43:02
lernen,förderprogramm,0.62,2,2018-11-09 01:43:02
lernen,mathematik,0.6,2,2018-11-09 01:43:02
lernen,ort,0.57,2,2018-11-09 01:43:02
lernen,welt,0.55,2,2018-11-09 01:43:02
historische,historisches,0.74,2,2018-11-09 01:43:02
historische,historischen,0.74,2,2018-11-09 01:43:02
historische,historischer stadtkern,0.7,2,2018-11-09 01:43:02
historische,historischen stadtkern,0.65,2,2018-11-09 01:43:02
historische,stadtkern,0.63,2,2018-11-09 01:43:02
historische,antike,0.59,2,2018-11-09 01:43:02
historische,altstadt,0.56,2,2018-11-09 01:43:02
historische,exegese,0.54,2,2018-11-09 01:43:02
historische,bauelemente,0.52,2,2018-11-09 01:43:02
historische,historisch kritische,0.52,2,2018-11-09 01:43:02
historische,methode,0.52,2,2018-11-09 01:43:02
historische,walter scott,0.52,2,2018-11-09 01:43:02
historische,roman,0.52,2,2018-11-09 01:43:02
historische,historischen roman,0.52,2,2018-11-09 01:43:02
historische,epoche,0.51,2,2018-11-09 01:43:02
historische,museum,0.5,2,2018-11-09 01:43:02
kaufen,immobilien,0.86,1,2018-11-09 01:43:02
kaufen,wohnungen,0.86,1,2018-11-09 01:43:02
kaufen,haus,0.86,1,2018-11-09 01:43:02
kaufen,immobilie,0.86,1,2018-11-09 01:43:02
kaufen,eigentumswohnungen,0.85,1,2018-11-09 01:43:02
kaufen,schuhe,0.83,1,2018-11-09 01:43:02
kaufen,wohnung,0.83,1,2018-11-09 01:43:02
kaufen,quoka,0.83,1,2018-11-09 01:43:02
kaufen,bücher,0.83,1,2018-11-09 01:43:02
kaufen,eigentumswohnung,0.81,1,2018-11-09 01:43:02
kaufen,online,0.81,1,2018-11-09 01:43:02
kaufen,verkaufen,0.79,1,2018-11-09 01:43:02
kaufen,viagra,0.79,1,2018-11-09 01:43:02
kaufen,gebraucht,0.77,1,2018-11-09 01:43:02
kaufen,wow gold,0.77,1,2018-11-09 01:43:02
kaufen,powerleveling,0.77,1,2018-11-09 01:43:02
kaufen,gebrauchte bücher,0.77,1,2018-11-09 01:43:02
kaufen,pferde,0.77,1,2018-11-09 01:43:02
kaufen,möbel,0.77,1,2018-11-09 01:43:02
kaufen,buecher,0.77,1,2018-11-09 01:43:02
kaufen,pokale,0.77,1,2018-11-09 01:43:02
kaufen,motorboote,0.77,1,2018-11-09 01:43:02
kaufen,fahrräder,0.76,1,2018-11-09 01:43:02
kaufen,häuser,0.75,1,2018-11-09 01:43:02
portal,portale,0.87,2,2018-11-09 01:43:02
portal,half life,0.86,2,2018-11-09 01:43:02
portal,source mods,0.73,2,2018-11-09 01:43:02
portal,steam,0.7,2,2018-11-09 01:43:02
portal,bne,0.69,2,2018-11-09 01:43:02
portal,bq,0.69,2,2018-11-09 01:43:02
portal,vdr,0.67,2,2018-11-09 01:43:02
portal,portlets,0.64,2,2018-11-09 01:43:02
portal,ebase,0.64,2,2018-11-09 01:43:02
portal,valve,0.63,2,2018-11-09 01:43:02
portal,portals,0.62,2,2018-11-09 01:43:02
portal,architektur,0.62,2,2018-11-09 01:43:02
portal,source,0.58,2,2018-11-09 01:43:02
portal,mac,0.56,2,2018-11-09 01:43:02
portal,software,0.56,2,2018-11-09 01:43:02
portal,mods,0.53,2,2018-11-09 01:43:02
portal,left,0.53,2,2018-11-09 01:43:02
portal,dead,0.51,2,2018-11-09 01:43:02
portal,deutschsprachigen,0.51,2,2018-11-09 01:43:02
portal,counter strike,0.5,2,2018-11-09 01:43:02
portal,antwort,0.5,2,2018-11-09 01:43:02
portal,episode,0.5,2,2018-11-09 01:43:02
portal,computerspiel,0.5,2,2018-11-09 01:43:02
portal,informatik,0.49,2,2018-11-09 01:43:02
prof,professoren,0.82,2,2018-11-09 01:43:03
prof,gerald hüther,0.81,2,2018-11-09 01:43:03
prof,blumes bildungsserver,0.81,2,2018-11-09 01:43:03
prof,medienangebot,0.81,2,2018-11-09 01:43:03
prof,turtur,0.81,2,2018-11-09 01:43:03
prof,professur,0.77,2,2018-11-09 01:43:03
prof,bocker,0.76,2,2018-11-09 01:43:03
prof,professor,0.75,2,2018-11-09 01:43:03
prof,peter kruse,0.74,2,2018-11-09 01:43:03
prof,professuren,0.73,2,2018-11-09 01:43:03
prof,universität,0.73,2,2018-11-09 01:43:03
prof,personen,0.71,2,2018-11-09 01:43:03
prof,hankel,0.7,2,2018-11-09 01:43:03
prof,christian witschel,0.7,2,2018-11-09 01:43:03
prof,joachim bauer,0.69,2,2018-11-09 01:43:03
prof,münchen,0.66,2,2018-11-09 01:43:03
prof,institut,0.66,2,2018-11-09 01:43:03
prof,mitglied,0.65,2,2018-11-09 01:43:03
prof,psychotherapie,0.64,2,2018-11-09 01:43:03
prof,psychiatrie,0.61,2,2018-11-09 01:43:03
prof,forschung,0.61,2,2018-11-09 01:43:03
prof,deutschen,0.59,2,2018-11-09 01:43:03
prof,rahmen,0.58,2,2018-11-09 01:43:03
prof,stiftung,0.58,2,2018-11-09 01:43:03
prof,lmu,0.57,2,2018-11-09 01:43:03
bayern,fc,0.9,2,2018-11-09 01:43:03
bayern,fcb,0.86,2,2018-11-09 01:43:03
bayern,bayerische,0.86,2,2018-11-09 01:43:03
